loss,PSNR,val_loss,val_PSNR
0.025176849309355022,17.54608917236328,0.010076080728322268,20.00043296813965
0.005239623319357634,23.13599395751953,0.0037237577140331267,24.38718605041504
0.003192622307687998,25.083805084228516,0.0025713660288602114,25.93770408630371
0.0027307512471452357,25.756023406982422,0.002518336335197091,26.01247787475586
0.00232612268300727,26.391586303710938,0.002072161133401096,26.948556900024414
0.0017680911580100656,27.5688533782959,0.0019481912953779102,27.2800350189209
0.001852172170765698,27.357873916625977,0.0017790860380046069,27.587352752685547
0.0016723373671993613,27.86602783203125,0.0016371580073609947,27.99491310119629
0.001937010360416025,27.255569458007812,0.0017184619908221066,27.69016456604004
0.0015947503503412007,27.99883460998535,0.0019286457216367125,27.209163665771484
